miRNA_ID,BB14206,TRB011,TRB014,TRB012,TRB008,BB1543,TRB027,BB14243,TRB007,TRB010,BB14254,TRB016,TRB017,TRB019,TRB021,TRB002,TRB005,TRB013,TRB003,TRB025,BB14277,TRB006,TRB024,BB14294
hsa-miR-31-5p,16.349513983384895,5.901147660433395,15.489191028634812,14.855672104208946,12.121851223949932,10.477493723002333,6.346834874893052,6.9321002838832975,8.182806831073682,10.641177547798506,7.2480136029943125,19.018102241132407,6.815894341459907,17.711770424288154,15.436252956004559,8.862566888694388,17.724610225038354,13.557887350853319,6.132792717725877,8.942999357969825,15.222028024063448,16.115547643901614,14.003553586971856,8.932042199365592
hsa-miR-943,11.330057533786801,19.716933165964647,11.012465711126,22.013099476918757,15.549091640281738,23.005993412221777,12.10906086530114,14.787457915637589,7.07675095910307,17.504108037380277,15.903572350109252,13.844090593138606,18.840619979623774,18.357252058798665,20.311140331510657,20.722883485917087,19.94055727437866,19.112482143490745,17.00543436645571,7.501439609630077,17.649529365523385,13.91159154375072,14.48121139327991,14.526382073320352
hsa-miR-586,15.123153909253602,11.991327340468395,19.969486546775425,19.24569723905638,9.937900343752482,11.721153179347539,9.105988247733324,16.3712774425887,15.680877089224651,14.057554917363014,17.10239753805025,17.22236583848791,17.7471694913133,18.357876987810073,9.200293190376772,19.74453217403861,16.744274335201677,9.13243653339911,12.453711719281559,17.853543908140786,8.070248953922365,5.332766383102227,20.34533725233102,9.569605637747884
hsa-miR-597,13.717217439984822,10.913481460285547,10.430553969401174,19.609490058835522,16.185376925765652,6.476853764595775,19.298532066582954,5.082403581831046,6.046571270424943,16.564955554910323,19.583727972874172,18.17822988372502,5.140470227611592,16.209719697948653,5.695079146443944,8.333502849426575,8.71230448695134,5.988054522340329,19.805818305634283,9.67662069092276,19.209942387798222,14.5780715110095,8.239056859847732,14.142826570247877
hsa-miR-149-5p,8.084643839529132,11.568558012583843,12.762343856378084,6.382651310752663,9.464434321861741,21.728760126826543,8.603209766785076,11.844786844758847,12.41719522292736,20.01952654359218,9.905080929360468,15.317675227376881,8.560019285198885,19.470665232109713,15.119647629863222,14.610851289119115,10.3474410642743,17.804170425084394,18.652246463368115,20.426050989052346,8.774556423919462,13.665402116298552,15.893608527194537,22.15402234281802
hsa-miR-634,19.191489538993736,20.727908419179826,22.731684275160553,13.608814390471196,13.415477319446662,20.28744940020853,12.633995151383491,8.570512016552385,14.978733908809076,14.765814153479505,14.361452303268003,19.107883204247763,11.810747057233353,22.32961570087145,20.12681621607382,14.447104219045698,11.332028205328506,9.844045153069722,20.898259763456966,8.650516677575489,13.267455635382841,12.76970064967955,18.923576939614943,12.769301641862459
ebv-miR-BART20-3p,7.328413487262109,5.029812427480471,16.53364614205657,8.993488623913306,16.502645493690913,19.71468340195233,12.045242733315616,17.001675467538035,15.72236395020856,5.473603216501186,15.58176982750879,7.4427272412773675,14.107960242212943,10.341354256250378,9.788596392754492,14.902444082313728,10.846094187169237,18.041841083410937,17.70638469096917,12.427203249680769,9.23083907610149,7.568166187097582,13.585956843947761,12.35047060900192
hsa-miR-1180,11.877546951622861,14.1778318214809,18.811551936091032,20.90414715827259,15.518682451696794,13.12781802145103,9.038873938394765,11.899848849124623,13.823025795101683,17.323525813172882,16.577090458228746,10.460546375688857,9.7234332683242,11.52692720465907,11.917102467104588,11.278241223072248,18.760089420851397,15.84519129350106,8.38220140242883,13.688501111673258,18.756870695377014,17.776639342682877,17.124549008942864,9.999110765389084
hsa-miR-24-3p,11.855383260469132,12.147580307045637,21.431915805497304,17.746502104736592,22.614132987795553,21.09898282150845,20.096211947308632,16.793583420631897,14.365824607833048,8.81878004709119,18.30089444338516,17.17404409691349,17.369277479269314,14.55636277295828,20.523323827814806,14.685838412582411,22.136745238080945,22.57978330683106,16.460098691897148,14.17356635330293,13.537404926259759,15.340170609272214,19.28398126275103,19.382873438822003
kshv-miR-K12-3,8.287305380865924,14.290435948964234,15.311345956335959,19.974058850487687,13.24974968235891,9.077065104956466,7.593914013301594,10.044007295369846,14.254643489969734,10.522390215890246,14.297563669847698,7.89470139940091,10.671228627672582,16.186999280382864,8.798934980318412,13.08416500289645,12.415368679456463,20.334140647628686,20.60067912527815,13.553145632464638,13.292368763998095,8.012632180232558,10.905744307356017,10.314615346377817
ebv-miR-BART10*,9.544245880668484,17.801288849546758,18.755468162880483,20.26074290229263,7.934423702414245,12.971205434229528,13.277354275119425,8.44756717576691,6.4011198437952075,13.071176900261314,14.563247291061876,19.568074201617346,6.6449659934699685,10.307181194090617,18.37275092365752,6.049860263339645,19.946746139440325,11.334358725845895,16.076253972114444,5.835912598680882,11.086060234064972,10.07338857727934,12.53759787770452,8.57266032486293
hsa-miR-1267,7.5184772441922245,8.864263709729356,11.570869993057544,19.822295461716173,11.148224785525414,19.5995467267792,14.048877938167283,9.647113396691566,7.0049183785431435,14.574754011954724,19.690223132903455,14.208540566377929,6.686398297516018,11.829821780892555,11.575085966851233,9.142734348627437,18.591160332157386,9.014895745768232,7.983149994728166,18.998786325947776,12.30939866035418,18.907648990599434,8.244246355407855,8.363729415144011
hsa-miR-450b-5p,9.770286403856616,10.211730239364089,6.655462905011429,16.58064720310632,13.799355901706901,11.16543586188151,14.540853822283141,14.185434109958932,12.086782358814801,11.144126878146757,16.953043855232035,18.73223265589531,8.227152828474232,19.86149995722261,19.42337965342763,10.397056695262306,7.869673005071249,5.82996692429194,6.759490990653245,18.749317398778405,14.630051437471952,14.503769456875862,11.212929345942456,18.48091987815428
hsa-miR-504,12.596686793398787,8.486147750928977,11.844280689237351,8.13954757524445,18.29178770750006,16.357661508634756,8.47701614465627,11.224988007344162,15.16648887388016,17.079571128940163,11.609372838555881,16.42993457584584,8.251210367048078,9.614917649436734,9.501657026910356,9.745828313855494,10.3701252120157,12.59777882940266,5.781496752525896,7.94146008919129,17.28980578259418,18.60922000039733,7.917618442177371,14.592567973515317
hsa-miR-1307-3p,7.570561969841577,13.84212386538832,14.595311372407453,7.948323202386357,18.884379081354314,18.717331828114496,9.371967612606445,8.044685294733895,10.511956208848414,5.892260561796586,10.035042399126844,15.602789758472717,20.799838078353126,9.879425073757186,13.303963802651198,16.555693284231545,20.740303919548232,14.058023400636301,13.439067226756912,12.202912968827345,13.802384069699446,10.199503019828352,15.93165703027698,12.478145324215376
hcmv-miR-UL36*,14.09556829710997,10.844341667234733,19.115687483810625,6.915990037713387,8.517024358281434,12.403332698993594,11.124695955459096,16.352478559567643,15.185454432293005,14.717318542989005,11.884077877253223,20.137936513441637,17.55970786408689,10.981223252987515,15.199429787846064,10.794385290763122,12.15165933036641,12.276413396672135,17.911498350276315,17.43868727485431,13.472815553454765,7.871523713185223,8.624004245960037,17.019581163069752
hsa-miR-103a-3p,16.576544722340802,16.982285717546056,19.875355322892887,20.140559192333246,15.203771664968409,19.582871860377516,22.042178076816477,25.018359839393277,20.38750429148203,14.539850082180383,14.154301943285065,19.794910231245083,22.4822666006545,22.39433442796883,26.65476740353307,22.615727800525114,16.21816397862149,18.20142168677214,13.642083140806639,15.474338615507815,14.83387410984846,12.196392711552491,10.456158366475268,17.93687997405244
hsa-miR-1225-5p,9.621117192561352,7.39285196041651,11.408065544016218,20.266872732569194,14.416568280004316,20.12684556412931,18.726529654170953,6.18785820237245,7.782923023144205,14.150155556433624,15.22521021354407,14.179798245664282,18.885629643781307,13.032456134273705,7.740827186253734,10.78569564640733,19.501455439963628,6.970243067888371,17.145458557128855,15.688959090203555,10.021589582640184,7.421373129190107,13.434428538214217,17.947065046667568
hsa-miR-105-5p,15.253247667276169,5.765580532889324,6.333427878092544,11.007013783253374,16.200865804919804,18.02069898810698,12.920409635888229,14.67831831875566,8.36715894167176,7.092802138182177,13.83365089812611,7.459060487522963,9.665567076060135,16.383169613457472,8.840465279342634,7.4158862926417735,18.235317226010686,12.380548372534157,18.163840868345197,7.392853214388799,12.948148844672971,10.642229991241301,18.94735919663985,20.179039107590157
hsa-miR-2110,19.72747189090102,18.41253251790738,15.22870593755836,14.652448248189934,13.26844628277588,13.48816366823052,8.13953299170327,12.793827189089,17.492363570920027,5.917825862477018,13.86335679853314,13.009833368750382,16.08003197890621,13.287299357453092,8.515243928136304,12.97174049891394,12.653476663678575,11.270414371338504,10.756173058498762,11.791030049807773,7.475170207175861,12.548204381211448,9.065434111482416,13.547256534287776
hsa-miR-1203,18.76498682263832,12.402983165868463,14.189562304626353,6.433173560639324,15.963170900355307,17.95582986433734,13.388374450563514,5.296296763343051,8.229897829520041,12.355595524538792,6.458506395355503,13.584363546687252,5.372615662334294,6.673781082158268,8.177601033978467,10.239000149672481,17.42889658644521,7.1053911053666035,9.326306832735401,16.356228213503627,16.510948608809443,7.100736310680622,14.216395956732356,9.3853690331313
hsa-miR-1263,10.645880748330523,8.527242461948449,5.887298351672339,14.420214878294939,19.31262989325035,19.158242840975454,10.33347152730806,15.064886081909062,11.971735092361197,7.592275583347411,7.7271322904323725,9.23236854108393,19.682573298941605,11.993314319344117,18.029318919252212,8.815217382485393,12.774843382036142,11.851651054385382,5.890618240872914,5.611103399120446,14.793036974609208,19.86233479047217,11.73147485965525,20.243345776712562
hsa-miR-3927,6.613181991661458,18.075294247311945,14.385805390546244,17.78992954679643,16.286419018802345,15.640251744709424,17.205503937088665,18.578996743566293,17.683884151760616,16.49980452834965,11.361818624011512,19.104654176652286,7.638354777461981,12.223210192339707,10.836410700781448,9.443845348095966,17.043483931305644,11.134958845451354,15.602273726928829,11.374770993566736,19.83509869823024,11.128681439359768,15.037535978328311,14.975097711872772
hsa-miR-1914-3p,14.168401953121442,12.376744306706376,8.869121420633565,11.622477089689554,18.867063590820187,8.950461222153637,19.222750234931485,9.374397441955413,16.552152182306653,11.467239548402791,10.207808084691777,10.538425440325216,15.914193579576411,11.460597223301551,18.60847662800183,5.467775015505215,16.193977743443508,6.069255524578482,8.964653191695657,6.49020268359428,6.5209381014828,15.567299571431004,16.91502702630407,20.67800467109142
hsa-miR-1909-5p,8.393616477437275,11.863654372783484,12.163614720463373,15.97325531522103,14.851851885155051,9.37955039168786,15.144951303513677,10.35634909261486,7.2118797670226895,10.453969765645155,9.282796917297656,12.614651378290317,13.086845983800782,17.71493980167167,7.460434425874629,18.13535037842542,12.439954099141628,14.505191247448536,17.62334141216363,15.743705945877727,10.147350157539774,20.180388685685976,7.999881613742126,15.226422010484857
hsv1-miR-H6-3p,21.77068451734815,11.527827335046602,20.45570126720811,13.926696854924721,12.626449378791675,19.502916416705688,22.55111285777575,21.080954197223694,14.37370685488989,18.503153715457557,11.843839523663476,10.083724103621206,15.262197725496446,15.155590730274938,9.611171453716697,13.174071339837951,13.465098801332003,20.728458906013884,16.86758788831316,8.556382653269367,21.84709170310171,10.73915688177012,22.67006339118945,9.701092162087575
hsa-miR-625-5p,13.09183481686675,13.026448336126354,15.093041138360885,13.604847373439714,17.883023256970354,8.83286728238238,6.555341953835342,6.909301970651113,19.72483971425247,15.140963210363992,9.899419017239744,18.591594012218398,14.627511782893436,14.380300643756,15.637176554217742,20.09426721894091,20.848790637619906,9.706742801895635,15.8851545441123,7.389466735861177,16.382001456155013,10.398271009791173,15.060729913009059,13.715042449467543
hsa-miR-646,20.16257711384751,15.654371948446553,13.080534136870401,7.231623388645209,19.504212552213385,21.804237188541382,18.642579157286647,18.02376405488426,17.020845742080873,21.381190334850288,17.281951403577587,18.2108487464051,9.303891549275127,9.846141015540336,6.205490214358669,10.2302605618377,7.165672107595558,12.62582893843608,8.629192192637653,6.108996554046422,16.999792912915375,15.837258472214213,10.55419438915373,21.966553045779904
hsa-miR-1247-5p,18.132705597788032,11.976222727511676,7.422078348973162,15.579313552079121,17.072265697880542,14.990091232956992,20.497711043357015,9.634911308501724,19.48383808304292,15.660700994629547,8.89597008081558,11.209155533204497,8.519489874510155,8.746267287673994,9.590750720928161,17.20096529485087,9.014781647418937,8.257794641248285,18.97094843954384,19.982393404977305,10.689688068619805,8.823382112522133,9.315971854023456,13.395059791317017
hsa-miR-501-5p,21.218483187775206,20.28530207660152,13.365725363426357,7.540870747078501,20.752801598020177,17.143122613792997,13.251982043552289,18.161636630128044,20.4144051105229,19.098273039571826,9.88894479692058,15.465458142215832,15.044572183958149,11.346971535174216,18.70967521662776,16.061313066458716,17.95883611866809,19.534930521642288,14.37408741113276,9.219001554169374,15.562062176639483,8.699490821663996,7.149246729467798,20.31467297651922
hsa-miR-125b-1-3p,16.821110043110444,11.44151151685539,9.71285226309203,19.335722764074745,14.878313099398719,16.519714657714808,21.977005881624237,12.116296636144785,10.735967500124122,13.550261979404205,18.991001305123646,17.409394455554416,7.860226315608217,15.798185055845362,8.488333744127813,20.91070363024189,21.41684361155434,17.333592401267772,18.12351695056374,20.389685916660945,12.907551516959156,16.49633433842154,9.829545124136706,21.3172255180624
hsa-miR-512-5p,12.132043093689653,18.111163016828222,13.281945549313445,17.815457508375914,6.899536108651626,16.53652311777273,16.953650200128042,10.758426247099095,17.596362283143314,18.92533493432534,11.544304615650331,12.937340129741571,6.695270067915037,21.13568993998577,12.503532317569618,17.700811143158507,16.047743660380068,20.535996774382205,20.146210371134572,9.556695312700306,16.254962868757264,10.135949105208315,19.127656830390507,11.736864831011463
hsa-miR-150-5p,15.908398379235482,20.380382238368732,9.28839632508594,16.550450060874546,17.030525498378875,11.928623388778808,9.489045423945383,13.971325924772362,14.317587221964683,21.75391552537237,21.157731812050322,10.332511880320737,17.45833543914974,8.907899344795341,10.450102246188054,20.079833451239296,17.54033622839167,10.029847276964201,11.59859388246244,11.571199772550829,14.168757945859138,16.820032163501146,11.695031142998367,6.568648840983915
hsa-miR-648,10.50751097292836,12.044201375394369,6.583203386611554,7.9261953636043,12.08226251235429,6.116957894567147,17.595731351946405,19.35043462544465,16.457742123731986,16.229232952621842,8.734860915067173,18.56246165550312,11.133950054462515,16.047565128117373,9.963057763659759,13.373415025286818,14.592695074393795,9.695930642974755,10.04383466570706,14.010960802060179,8.601618252515863,5.5693588629163875,5.929656734399803,14.415776923985733
hsa-miR-27b-3p,19.099504386593473,15.090058137443325,14.980485812147199,13.116476448893234,18.27763730608436,19.53646310387625,7.924191556361035,21.684948878009955,12.695146869684532,8.522026100546249,19.519502451124104,12.086650218017706,13.481930893716662,18.226201505052387,12.998716794738515,22.450983628116273,14.607465221343995,11.844363956001118,18.98198337470019,11.349881859903082,8.62495706363677,13.488315429427185,10.634602250289404,15.682727380433164
hsa-miR-4309,5.746267382796911,15.743124287912668,5.036005169386631,8.351455288024791,6.61896226189589,9.462301878420995,13.027313232835072,17.561850225275734,15.60346964149,17.27752500360318,14.784520668505385,10.019906969741658,6.697349370408679,9.149852182603205,12.094879160478955,18.838530365127546,18.24922465840629,18.50049873463878,15.642021984070594,15.496006842108287,9.868070444329327,5.1443076428269086,15.350813244362204,12.354185102127488
hsa-miR-3152-3p,7.393246958246366,18.09972569723709,18.34666864291168,10.877210440289964,19.579168910596618,17.46469799205759,17.552243582913043,12.578242405538472,17.29109275413082,10.917211818970129,6.125624313608106,8.835427172276228,14.406088404423329,9.986034340864954,19.25841187716057,16.39008668832377,17.04145594694176,13.405097979050485,6.4764552638063035,11.28785080285132,17.868390039326478,7.360251629581148,10.728554501162826,16.343611381219887
hsa-miR-4305,7.355331040594454,16.046310821100047,9.293223613532732,16.081607728988352,10.35184158918568,14.158348242524582,11.288104900791755,6.71987903729579,13.742108143717076,5.879238199040971,16.338847167417768,10.036811060533672,17.890549425332274,15.443131344742103,10.707503466256853,5.151064055386973,5.789237472979993,7.736112909342218,14.263771229113692,7.381604707716467,18.254882641597625,11.975519077628816,9.35589430024806,8.348241261177904
hsa-miR-4294,12.416140315863853,7.90747919158196,14.791043052730588,10.771043464317968,5.486676803978137,12.606588910093393,19.1662498229526,12.979625010604295,8.854498681861541,7.828272344469131,8.409006538671736,7.913613836795651,11.912773429168173,9.771354265132087,20.244511475216086,5.7237302619253585,20.01703983990955,17.678751576837364,13.560035225574786,6.859711158994856,19.2138471298573,16.605777273475105,8.919235678183213,15.289423293093257
hsa-miR-4276,15.840677952470045,5.340457070796011,11.84521370865928,10.01957277854214,19.41796720764424,6.26033566522565,15.619168131322562,18.3402234323121,16.741105802832656,14.310487721332805,18.526449978146815,18.25759269264752,5.711785680995422,18.135489349405326,19.302007646603542,8.84908416743507,17.62787246314196,6.569008423537597,17.149090729131053,7.938580837156977,11.739347524678248,11.086017156902901,13.743092692653835,17.636320873459773
hsa-let-7b-5p,16.61240198017706,23.52349812826248,16.94015876125459,14.644128324102233,18.433629204072492,11.569038639264516,26.824061062769488,21.76164904119075,18.46539156722077,14.79743051834669,20.25602095279416,20.66055526625768,18.031148993951298,24.62597322110065,15.169681808798606,13.368448790498212,25.34016285929352,20.710477953575467,12.938995304228222,21.037816114551276,15.045906451067715,17.59915228771398,15.514975316134807,23.252776758326828
hsa-miR-4320,17.531576657858004,16.361787549578175,11.158806128502619,10.199972969398846,10.464313632699469,8.604971914507997,12.516745681170214,5.509624632068188,7.52973543861526,19.02873065525396,10.936467521023394,15.12727400714505,19.846768236263067,8.508677491372623,20.28387696803033,12.156129182063056,19.888707039571408,14.358424370702563,12.51168041701792,16.671034353976815,10.380863512465494,7.574701566446933,18.76261833918806,13.134808699510968
hsa-miR-466,6.325988661689634,16.67076053345818,15.400305714936719,11.572696738704119,6.041234207247595,15.10254656656873,17.438182857002488,17.003579969942784,7.913815192096736,19.314748648366102,19.495182602399336,10.442487662118442,13.150598361072639,16.963518956849136,10.346849724834119,5.690511599237482,7.099829221042317,8.111163841836467,6.554607970141944,17.001908351670618,12.619888614860233,11.753045758412995,13.602417840914306,16.205021586592604
hsv2-miR-H6*,18.564173944571415,9.42890736190798,10.549590187586471,18.075104442911655,19.77335963335849,17.912327256672285,21.64656760333843,16.235411997606043,21.853186956697797,20.48102396060317,9.913123101214067,12.351262445781396,14.536410846253347,10.481590772615693,11.181135258911112,16.36388656284037,22.825568849106524,21.27913036682286,23.165568974831373,19.180572669611166,9.978050436597796,22.11849075359764,17.88070532529059,14.630612467814787
hsa-miR-3175,11.801889376691156,6.704235011914505,12.06287304234298,7.861601500559925,18.22645805669867,12.664007849245644,7.570020941755182,7.480381683795674,16.81622606632471,7.592162871417573,21.220434217408698,7.2453176880286945,18.97902015589441,7.065827376004471,7.219417859134663,10.014482907829006,9.83076765881519,7.388052552807491,18.08996460039623,21.11220960454971,18.375423390305844,11.140680113845479,14.437755901677345,11.179028308100246
hsa-miR-200b-3p,20.461647896903138,16.273896069069913,18.80135686902136,19.500164617259003,15.904222634323583,16.128685610211242,16.73865223349428,12.86305062050622,11.379142429798948,7.40068809254206,16.784291510778104,18.335313907924487,17.706254302755905,6.481198134372872,16.350946376645506,19.013956325753753,17.022524196709696,12.124659764873613,9.881470105550948,9.633763890605044,13.3228846502646,16.850300522192615,16.95806399129505,7.598878781289769
hsa-miR-3918,10.07590474441906,6.570669785451754,20.041413330192363,17.447876922003374,7.819390625281279,6.885223194284681,8.576318567063836,11.350441903778254,8.425611413661144,10.49399434781693,18.845426268406396,16.297711334750844,5.636839850548244,8.296764544226374,20.184853024313863,13.034896213971743,17.913384324184683,6.9595663416362346,15.140202124542014,8.076622402994571,7.796139975578587,16.62437532787584,12.0089751186828,9.021949697956762
hsa-miR-933,17.56085613573964,13.061385732915788,7.103977877235794,15.06732027538116,12.16536357766924,12.769688313569077,17.493714758300648,9.042307102320938,19.438169647881097,17.950142299911718,12.768330819714489,12.324934042464417,5.642777179197416,8.141574114917853,13.216611156410847,19.33071437111209,7.221427588256468,7.575554108609801,6.26387951464746,9.06514069876204,11.211653387204331,18.426732257510906,6.851184601351765,13.19986275469023
hsa-miR-4296,10.766053804687655,16.27935616846753,12.931352871403238,6.653875198951769,17.805312849384993,8.25417344262641,18.773675563391674,9.18898714179918,7.503684907779455,16.120413667794057,9.676002629690544,17.48664528946731,13.856774153234952,10.672715064884567,9.978208075902911,6.244665998971236,14.067153457072456,6.902611859426615,11.054814733992819,16.62909342718642,19.652221891427722,19.916592403519807,11.481258193657261,9.145956664703915
hsa-miR-3185,14.27393380165988,19.067424213493705,9.967599758189637,16.50872581659503,5.651506113745232,7.614437204354867,17.704040243994307,9.580998394436008,15.088041992036814,17.331887057366654,6.637217227246143,7.115895035416231,18.11085497376699,10.813457164038395,8.090589729958541,14.94050792125941,19.88341303602988,17.658139008441072,8.719289805926968,14.906952885665552,19.897552275739937,12.169017060000762,9.013896427452073,11.22013995168699
hsa-miR-3689a-5p,5.737156177692586,19.559288865685424,15.127024319976238,8.78384692096398,11.408167802047224,19.254376571631898,19.587000712130052,12.75406916957437,13.960027850165675,16.562512810247558,18.40524257974722,13.0709820695071,19.68133170114103,14.99707365986406,19.835073348736326,10.588102498203032,19.018065674274723,14.392065943297293,5.883081539831059,19.40168557351277,7.339181625619501,10.740703572458466,8.748686787642864,15.916931514958598
hsa-miR-3680-5p,18.730490623520303,11.710594789065887,12.476215590326845,12.590148951704847,11.054224396234009,16.92687773102296,19.327220389326914,16.25544253860626,9.062223285664071,6.955274737330916,8.473765863324088,8.97850677300612,11.71199744250941,11.162523505804055,8.719341096259381,17.874942973367922,11.076277788162022,16.011937357135803,10.15288601086229,8.45085616943291,8.865251940187594,18.895403043293037,18.34653625116075,14.556632347566971
hsa-miR-510,16.774588297210226,14.68741607002653,17.597927997093414,18.25177584719289,19.109788482003243,20.14788379685712,12.711349928895903,12.8850336419314,14.3178403125945,6.906291689213966,16.980695820938916,18.148879406913252,18.91011137907268,7.332425187018697,9.785841938726143,19.715482790826513,13.85305433053741,6.907824613794648,17.40356297227869,7.424789231071857,13.346221733114536,17.29045428606689,16.546242728008192,13.217758526451046
hsa-miR-3652,19.434871611676158,9.617282182503546,13.753386662572332,18.534462937739434,19.121690047656287,20.74857050355717,7.545201272266257,6.618975944706423,8.256786030164049,19.405045894691632,17.579359477449252,6.6609478952334085,18.668277458425763,18.25903090448763,5.7062715366625065,15.49371385670823,8.622993660247666,19.14192900808001,10.13706712342662,13.944373285655523,6.559524153899787,7.007587967534615,13.163835401224981,13.406709786760064
hsa-miR-3181,18.057755469648864,18.79055541850724,18.66490124425463,17.48441033658412,7.259379078201871,15.193738619903396,5.687937451822978,5.796977796032794,7.054582215006235,10.728907801726645,9.394719202550956,16.07690216614089,12.123183480485658,13.419340417013384,7.993445044212237,5.520052818639312,18.384588123809955,8.588353263334263,12.697673465771015,6.0130117058945896,12.984348545938264,19.183474978215102,5.7964123979966375,12.779919538444311
hsa-miR-3667-3p,20.073834619444753,15.775972214660348,8.512790153340363,6.222101621816716,20.14076296859136,19.128674889717075,8.967102718030231,9.042487989089615,9.654688690618975,17.9962570611222,15.083457473338509,15.442925226328736,12.604376562141994,13.439467234055927,6.083972726066094,5.4162268062417995,13.218519365549632,17.327393671493027,12.017963881842299,18.00228711932774,8.660912523940219,12.85709765221667,11.076742275094002,15.680366957208461
hsa-miR-3664-5p,11.897604627417824,6.820864326141761,18.236505491632684,14.725164168748922,12.006595480312257,9.076220274929646,17.17102218875872,17.317067103053322,14.397314145374285,5.665304095546882,18.09552480309491,10.348185731436352,20.157186277163703,19.90053606708232,12.130149658023509,18.29566494129647,8.105970951582913,8.543838462193872,10.542664555895161,19.07646765719241,8.472490527555674,14.806530740349366,13.26481261682644,13.503940968375478
